objective,feature,family,gain,mean_absolute_shap,mean_signed_shap
orders,hist_carts_per_click_h336,history,982.8110589981079,0.006494381048750853,0.001369059362270486
orders,hist_carts_trend_h24_h72,history,211.2086992263794,0.028516138878051364,0.017722002899071356
orders,hist_all_h168_share,history,290.58370208740234,0.004313792870059275,0.0005625608735185378
orders,hist_carts_per_click_all,history,710.3082618713379,0.014095724594114735,0.0022780707434933087
orders,hist_orders_per_click_h24,history,117.84989929199219,0.0026370307788151953,0.0010076100686968936
orders,hist_carts_h168,history,342.2656993865967,0.0033095691774668425,-0.0011992547617106194
orders,intent_time_carts,interaction,816.0519924163818,0.0031826349745394233,0.0009273182909175334
orders,hist_clicks_trend_h24_h72,history,281.7649917602539,0.007898408993595554,-0.002775982691891132
orders,repeat_all_n20_age_hours,repeat,130.4063205718994,0.000736335778677666,-0.00070624030954339
orders,hist_clicks_h336_share,history,44.247199058532715,0.0010591366580555918,-0.00004002829289245688
orders,hist_carts_per_click_h72,history,1745.3459167480469,0.024957238705398066,0.007027052949016696
orders,hist_all_h1,history,309.79375743865967,0.01719145304394528,-0.0064304923445274035
orders,hist_all_trend_h6_h24,history,233.58987045288086,0.003916675649378412,-0.001237450340626797
orders,hist_all_h12_share,history,494.71051597595215,0.004259679664096692,0.0007044376925918054
orders,hist_clicks_trend_h6_h24,history,107.09586143493652,0.002451700551298811,0.0011373124457908757
orders,repeat_all_n1_count,repeat,79.89700126647949,0.0006556504036978202,-0.00042347458755435225
orders,hist_all_h72_share,history,466.8304033279419,0.007084649739750042,0.0028761041991977277
orders,hist_orders_per_click_all,history,3196.2143268585205,0.06575786671906089,0.02483817966358682
orders,hist_orders_h168_share,history,618.9654054641724,0.014462662157897477,0.0019068841680599598
orders,hist_clicks_trend_h168_h336,history,262.69669818878174,0.005823544714435455,0.00016056712627821404
orders,hist_all_trend_h1_h6,history,149.88976001739502,0.0017438946305637904,0.00014192115742687558
orders,hist_clicks_h168,history,1450.7878646850586,0.11996009143700964,-0.04770043132856808
orders,hist_orders_per_click_h12,history,139.03868961334229,0.0012231905815115929,-0.0006209890240823207
orders,repeat_all_h72_decay,repeat,461912.74013900757,0.06582549356101258,-0.04550125028895771
orders,intent_time_clicks,interaction,8412.905543327332,0.08162088630143804,-0.06664632070917417
orders,repeat_clicks_n1_count,repeat,4474.434112548828,0.004576530572346204,-0.0029262615021262523
orders,hist_carts_h336_share,history,224.89931106567383,0.008690911748899912,-0.0014502957043511142
orders,graph_cart_all_n5_uniform_max,graph,6647.129672050476,0.18005374596886187,-0.09359532305109228
orders,repeat_all_h1_decay,repeat,2119.198311805725,0.0036791428595720098,-0.0024722815034056217
orders,repeat_all_n20_share,repeat,126667.19603347778,0.0692066035438543,-0.052366119371942334
orders,repeat_all_n5_count,repeat,0.0,0.0,0.0
orders,hist_all_h1_share,history,659.8312969207764,0.005315831876400555,0.0017952843047603611
orders,hist_all_all,history,3012.691879272461,0.0892457340771749,-0.040781792168906414
orders,repeat_clicks_h24_decay,repeat,566.1817808151245,0.001212638815586538,-0.0007472895158923709
orders,hist_carts_trend_h72_h168,history,224.2394380569458,0.0039691091673608354,0.0015551815817467702
orders,hist_all_trend_h72_h168,history,127.81581974029541,0.001784180270807467,0.00040875476524977934
orders,hist_all_h24_share,history,698.8330955505371,0.012760547088281098,0.004123982744024782
orders,hist_carts_all,history,1245.741102218628,0.009783893042824551,-0.00432774415962338
orders,hist_orders_trend_h168_h336,history,661.0965547561646,0.019960371865903607,0.002915038790101361
orders,hist_orders_trend_h24_h72,history,171.02021026611328,0.0021837767790502316,0.0008942177060366184
orders,hist_carts_trend_h6_h24,history,85.49413013458252,0.0006899295553543422,0.0001522815143974501
orders,hist_carts_trend_h168_h336,history,632.1849393844604,0.012196859447343686,0.0033974046700654447
orders,graph_time_all_n1_uniform_sum,graph,7890.821717262268,0.22279559385745662,-0.16559955431950518
orders,hist_orders_h12_share,history,150.2071018218994,0.022203358733918,-0.013501960962742116
orders,graph_cart_all_n50_six_hours_mean,graph,2460.710792541504,0.1404606880924626,-0.07004569086338241
orders,hist_carts_per_click_h168,history,634.1368980407715,0.004285332090133435,0.0011090939184077797
orders,graph_cart_all_n20_six_hours_mean,graph,1866.8569412231445,0.02102126696567737,-0.016530031462531923
orders,hist_clicks_h6_share,history,270.35629749298096,0.0036111327904114463,0.0012934914333815064
orders,repeat_carts_n5_first_position,repeat,987.0351085662842,0.0002519725226159702,-0.00024105467946940222
orders,hist_orders_h24,history,99.54509830474854,0.0004451976394692628,0.00035073211400267625
